10000117 102308 CUSTOMER-002308      093086723
10000118 102146 CUSTOMER-002146      046025057
10000119 101432 CUSTOMER-001432      098829207
10000120 104474 CUSTOMER-004474      058634873
10000121 103004 CUSTOMER-003004      075371451
10000122 104102 CUSTOMER-004102      082126085
10000123 103688 CUSTOMER-003688      084678503
10000124 101270 CUSTOMER-001270      033495029
10000125 103040 CUSTOMER-003040      074793695
10000126 103130 CUSTOMER-003130      000012345
10000127 102608 CUSTOMER-002608      007482415
10000128 100514 CUSTOMER-000514      073014273
10000129 102128 CUSTOMER-002128      078734415
10000130 100562 CUSTOMER-000562      009893937
10000131 104144 CUSTOMER-004144      072165423
10000132 102998 CUSTOMER-002998      000252853
10000133 101396 CUSTOMER-001396      013339763
10000134 103262 CUSTOMER-003262      083408061
10000135 101816 CUSTOMER-001816      076709399
10000136 100262 CUSTOMER-000262      099743237
10000137 101156 CUSTOMER-001156      038158211
10000138 100166 CUSTOMER-000166      065740709
10000139 104192 CUSTOMER-004192      003066719
10000140 101378 CUSTOMER-001378      082042209
10000141 100856 CUSTOMER-000856      098909783
10000142 101486 CUSTOMER-001486      088940493
10000143 100892 CUSTOMER-000892      074252411
10000144 101858 CUSTOMER-001858      036831809
10000145 103448 CUSTOMER-003448      006732151
10000146 100766 CUSTOMER-000766      033480701
10000147 103556 CUSTOMER-003556      048731363
10000148 100118 CUSTOMER-000118      057060981
10000149 103400 CUSTOMER-003400      072462407
10000150 103814 CUSTOMER-003814      017005541
10000151 102920 CUSTOMER-002920      061358439
10000152 101690 CUSTOMER-001690      029640345
10000153 103292 CUSTOMER-003292      063822299
10000154 100802 CUSTOMER-000802      072604449
10000155 104528 CUSTOMER-004528      062770095
10000156 103562 CUSTOMER-003562      033022697
10000157 101672 CUSTOMER-001672      081999239
10000158 102350 CUSTOMER-002350      000261421
10000159 102032 CUSTOMER-002032      042593775
10000160 101006 CUSTOMER-001006      017279213
10000161 104324 CUSTOMER-004324      051248099
10000162 103706 CUSTOMER-003706      050415225
10000163 103652 CUSTOMER-003652      046390595
10000164 101258 CUSTOMER-001258      014723817
10000165 103328 CUSTOMER-003328      073076991
10000166 101030 CUSTOMER-001030      059094021
10000167 100388 CUSTOMER-000388      096775811
10000168 101942 CUSTOMER-001942      086249877
10000169 103148 CUSTOMER-003148      050225739
10000170 101078 CUSTOMER-001078      082924853
10000171 101924 CUSTOMER-001924      080425347
10000172 101006 CUSTOMER-001006      082604013
10000173 103484 CUSTOMER-003484      092221595
10000174 101978 CUSTOMER-001978      008707513
10000175 100136 CUSTOMER-000136      047393415
10000176 103958 CUSTOMER-003958      039443829
10000177 104192 CUSTOMER-004192      004234335
10000178 100310 CUSTOMER-000310      084759861
10000179 101768 CUSTOMER-001768      033085415
10000180 100574 CUSTOMER-000574      062358845
10000181 100436 CUSTOMER-000436      072394931
10000182 104438 CUSTOMER-004438      056678229
10000183 102896 CUSTOMER-002896      082000463
10000184 102266 CUSTOMER-002266      006084825
10000185 102368 CUSTOMER-002368      047432511
10000186 102842 CUSTOMER-002842      052285209
10000187 104480 CUSTOMER-004480      007202175
10000188 104150 CUSTOMER-004150      043626293
10000189 102740 CUSTOMER-002740      055495091
10000190 100154 CUSTOMER-000154      033152921
10000191 100148 CUSTOMER-000148      008442003
10000192 104342 CUSTOMER-004342      050824181
10000193 104228 CUSTOMER-004228      012321411
10000194 101606 CUSTOMER-001606      068531781
10000195 104192 CUSTOMER-004192      018167135
10000196 104474 CUSTOMER-004474      042167673
10000197 102368 CUSTOMER-002368      042478911
10000198 100586 CUSTOMER-000586      019495241
10000199 101600 CUSTOMER-001600      029815359
10000200 100766 CUSTOMER-000766      098805501
10000201 102716 CUSTOMER-002716      089704859
10000202 101258 CUSTOMER-001258      000604905
10000203 104492 CUSTOMER-004492      073465227
10000204 101906 CUSTOMER-001906      041725553
10000205 100916 CUSTOMER-000916      007264147
10000206 100970 CUSTOMER-000970      055306185
10000207 100064 CUSTOMER-000064      000131903
10000208 104042 CUSTOMER-004042      048713417
10000209 101816 CUSTOMER-001816      084939287
10000210 102314 CUSTOMER-002314      006776073
10000211 100904 CUSTOMER-000904      068825991
10000212 103610 CUSTOMER-003610      023742233
10000213 102656 CUSTOMER-002656      012553055
10000214 103610 CUSTOMER-003610      075605273
10000215 104060 CUSTOMER-004060      011056859
10000216 103898 CUSTOMER-003898      054597689
10000217 100460 CUSTOMER-000460      082902987
10000218 101102 CUSTOMER-001102      063116877
10000219 103448 CUSTOMER-003448      063181943
10000220 100190 CUSTOMER-000190      047559357
10000221 104180 CUSTOMER-004180      036702291
10000222 103718 CUSTOMER-003718      098103429
10000223 101576 CUSTOMER-001576      001140775
10000224 101546 CUSTOMER-001546      004259337
10000225 101924 CUSTOMER-001924      075471747
10000226 103358 CUSTOMER-003358      049814045
10000227 103472 CUSTOMER-003472      000086415
10000228 103202 CUSTOMER-003202      063886721
10000229 100112 CUSTOMER-000112      081603183
10000230 102194 CUSTOMER-002194      021644177
10000231 103928 CUSTOMER-003928      069257559
10000232 102482 CUSTOMER-002482      075661233
10000233 101324 CUSTOMER-001324      013279787
10000234 104546 CUSTOMER-004546      049133249
10000235 100916 CUSTOMER-000916      054359699
10000236 104006 CUSTOMER-004006      063223973
10000237 100604 CUSTOMER-000604      009712475
10000238 101126 CUSTOMER-001126      008114021
10000239 101672 CUSTOMER-001672      086443143
10000240 101078 CUSTOMER-001078      077221941
10000241 101552 CUSTOMER-001552      044798735
10000242 100154 CUSTOMER-000154      003878297
10000243 102308 CUSTOMER-002308      093086723
10000244 102146 CUSTOMER-002146      046025057
10000245 101432 CUSTOMER-001432      098829207
10000246 104474 CUSTOMER-004474      058634873
10000247 103004 CUSTOMER-003004      075371451
10000248 104102 CUSTOMER-004102      082126085
10000249 103688 CUSTOMER-003688      084678503
10000250 101270 CUSTOMER-001270      033495029
10000251 103040 CUSTOMER-003040      074793695
10000252 103130 CUSTOMER-003130      000012345
10000253 102608 CUSTOMER-002608      007482415
10000254 100514 CUSTOMER-000514      073014273
10000255 102128 CUSTOMER-002128      078734415
10000256 100562 CUSTOMER-000562      009893937
10000257 104144 CUSTOMER-004144      072165423
10000258 102998 CUSTOMER-002998      000252853
10000259 101396 CUSTOMER-001396      013339763
10000260 103262 CUSTOMER-003262      083408061
10000261 101816 CUSTOMER-001816      076709399
10000262 100262 CUSTOMER-000262      099743237
10000263 101156 CUSTOMER-001156      038158211
10000264 100166 CUSTOMER-000166      065740709
10000265 104192 CUSTOMER-004192      003066719
10000266 101378 CUSTOMER-001378      082042209
10000267 100856 CUSTOMER-000856      098909783
10000268 101486 CUSTOMER-001486      088940493
10000269 100892 CUSTOMER-000892      074252411
10000270 101858 CUSTOMER-001858      036831809
10000271 103448 CUSTOMER-003448      006732151
10000272 100766 CUSTOMER-000766      033480701
10000273 103556 CUSTOMER-003556      048731363
10000274 100118 CUSTOMER-000118      057060981
10000275 103400 CUSTOMER-003400      072462407
10000276 103814 CUSTOMER-003814      017005541
10000277 102920 CUSTOMER-002920      061358439
10000278 101690 CUSTOMER-001690      029640345
10000279 103292 CUSTOMER-003292      063822299
10000280 100802 CUSTOMER-000802      072604449
10000281 104528 CUSTOMER-004528      062770095
10000282 103562 CUSTOMER-003562      033022697
10000283 101672 CUSTOMER-001672      081999239
10000284 102350 CUSTOMER-002350      000261421
10000285 102032 CUSTOMER-002032      042593775
10000286 101006 CUSTOMER-001006      017279213
10000287 104324 CUSTOMER-004324      051248099
10000288 103706 CUSTOMER-003706      050415225
10000289 103652 CUSTOMER-003652      046390595
10000290 101258 CUSTOMER-001258      014723817
10000291 103328 CUSTOMER-003328      073076991
10000292 101030 CUSTOMER-001030      059094021
10000293 100388 CUSTOMER-000388      096775811
10000294 101942 CUSTOMER-001942      086249877
10000295 103148 CUSTOMER-003148      050225739
10000296 101078 CUSTOMER-001078      082924853
10000297 101924 CUSTOMER-001924      080425347
10000298 101006 CUSTOMER-001006      082604013
10000299 103484 CUSTOMER-003484      092221595
10000300 101978 CUSTOMER-001978      008707513
10000301 100136 CUSTOMER-000136      047393415
10000302 103958 CUSTOMER-003958      039443829
10000303 104192 CUSTOMER-004192      004234335
10000304 100310 CUSTOMER-000310      084759861
10000305 101768 CUSTOMER-001768      033085415
10000306 100574 CUSTOMER-000574      062358845
10000307 100436 CUSTOMER-000436      072394931
10000308 104438 CUSTOMER-004438      056678229
10000309 102896 CUSTOMER-002896      082000463
10000310 102266 CUSTOMER-002266      006084825
10000311 102368 CUSTOMER-002368      047432511
10000312 102842 CUSTOMER-002842      052285209
10000313 104480 CUSTOMER-004480      007202175
10000314 104150 CUSTOMER-004150      043626293
10000315 102740 CUSTOMER-002740      055495091
10000316 100154 CUSTOMER-000154      033152921
10000317 100148 CUSTOMER-000148      008442003
10000318 104342 CUSTOMER-004342      050824181
10000319 104228 CUSTOMER-004228      012321411
10000320 101606 CUSTOMER-001606      068531781
10000321 104192 CUSTOMER-004192      018167135
10000322 104474 CUSTOMER-004474      042167673
10000323 102368 CUSTOMER-002368      042478911
10000324 100586 CUSTOMER-000586      019495241
10000325 101600 CUSTOMER-001600      029815359
10000326 100766 CUSTOMER-000766      098805501
10000327 102716 CUSTOMER-002716      089704859
10000328 101258 CUSTOMER-001258      000604905
10000329 104492 CUSTOMER-004492      073465227
10000330 101906 CUSTOMER-001906      041725553
10000331 100916 CUSTOMER-000916      007264147
10000332 100970 CUSTOMER-000970      055306185
10000333 100064 CUSTOMER-000064      000131903
10000334 104042 CUSTOMER-004042      048713417
10000335 101816 CUSTOMER-001816      084939287
10000336 102314 CUSTOMER-002314      006776073
10000337 100904 CUSTOMER-000904      068825991
10000338 103610 CUSTOMER-003610      023742233
10000339 102656 CUSTOMER-002656      012553055
10000340 103610 CUSTOMER-003610      075605273
10000341 104060 CUSTOMER-004060      011056859
10000342 103898 CUSTOMER-003898      054597689
10000343 100460 CUSTOMER-000460      082902987
10000344 101102 CUSTOMER-001102      063116877
10000345 103448 CUSTOMER-003448      063181943
10000346 100190 CUSTOMER-000190      047559357
10000347 104180 CUSTOMER-004180      036702291
10000348 103718 CUSTOMER-003718      098103429
10000349 101576 CUSTOMER-001576      001140775
10000350 101546 CUSTOMER-001546      004259337
10000351 101924 CUSTOMER-001924      075471747
10000352 103358 CUSTOMER-003358      049814045
10000353 103472 CUSTOMER-003472      000086415
10000354 103202 CUSTOMER-003202      063886721
10000355 100112 CUSTOMER-000112      081603183
10000356 102194 CUSTOMER-002194      021644177
10000357 103928 CUSTOMER-003928      069257559
10000358 102482 CUSTOMER-002482      075661233
10000359 101324 CUSTOMER-001324      013279787
10000360 104546 CUSTOMER-004546      049133249
10000361 100916 CUSTOMER-000916      054359699
10000362 104006 CUSTOMER-004006      063223973
10000363 100604 CUSTOMER-000604      009712475
10000364 101126 CUSTOMER-001126      008114021
10000365 101672 CUSTOMER-001672      086443143
10000366 101078 CUSTOMER-001078      077221941
10000367 101552 CUSTOMER-001552      044798735
10000368 100154 CUSTOMER-000154      003878297
10000369 102308 CUSTOMER-002308      093086723
10000370 102146 CUSTOMER-002146      046025057
10000371 101432 CUSTOMER-001432      098829207
10000372 104474 CUSTOMER-004474      058634873
10000373 103004 CUSTOMER-003004      075371451
10000374 104102 CUSTOMER-004102      082126085
10000375 103688 CUSTOMER-003688      084678503
10000376 101270 CUSTOMER-001270      033495029
10000377 103040 CUSTOMER-003040      074793695
10000378 103130 CUSTOMER-003130      000012345
10000379 102608 CUSTOMER-002608      007482415
10000380 100514 CUSTOMER-000514      073014273
10000381 102128 CUSTOMER-002128      078734415
10000382 100562 CUSTOMER-000562      009893937
10000383 104144 CUSTOMER-004144      072165423
10000384 102998 CUSTOMER-002998      000252853
10000385 101396 CUSTOMER-001396      013339763
10000386 103262 CUSTOMER-003262      083408061
10000387 101816 CUSTOMER-001816      076709399
10000388 100262 CUSTOMER-000262      099743237
10000389 101156 CUSTOMER-001156      038158211
10000390 100166 CUSTOMER-000166      065740709
10000391 104192 CUSTOMER-004192      003066719
10000392 101378 CUSTOMER-001378      082042209
10000393 100856 CUSTOMER-000856      098909783
10000394 101486 CUSTOMER-001486      088940493
10000395 100892 CUSTOMER-000892      074252411
10000396 101858 CUSTOMER-001858      036831809
10000397 103448 CUSTOMER-003448      006732151
10000398 100766 CUSTOMER-000766      033480701
10000399 103556 CUSTOMER-003556      048731363
10000400 100118 CUSTOMER-000118      057060981
10000401 103400 CUSTOMER-003400      072462407
10000402 103814 CUSTOMER-003814      017005541
10000403 102920 CUSTOMER-002920      061358439
10000404 101690 CUSTOMER-001690      029640345
10000405 103292 CUSTOMER-003292      063822299
10000406 100802 CUSTOMER-000802      072604449
10000407 104528 CUSTOMER-004528      062770095
10000408 103562 CUSTOMER-003562      033022697
10000409 101672 CUSTOMER-001672      081999239
10000410 102350 CUSTOMER-002350      000261421
10000411 102032 CUSTOMER-002032      042593775
10000412 101006 CUSTOMER-001006      017279213
10000413 104324 CUSTOMER-004324      051248099
10000414 103706 CUSTOMER-003706      050415225
10000415 103652 CUSTOMER-003652      046390595
10000416 101258 CUSTOMER-001258      014723817
10000417 103328 CUSTOMER-003328      073076991
10000418 101030 CUSTOMER-001030      059094021
10000419 100388 CUSTOMER-000388      096775811
10000420 101942 CUSTOMER-001942      086249877
10000421 103148 CUSTOMER-003148      050225739
10000422 101078 CUSTOMER-001078      082924853
10000423 101924 CUSTOMER-001924      080425347
10000424 101006 CUSTOMER-001006      082604013
10000425 103484 CUSTOMER-003484      092221595
10000426 101978 CUSTOMER-001978      008707513
10000427 100136 CUSTOMER-000136      047393415
10000428 103958 CUSTOMER-003958      039443829
10000429 104192 CUSTOMER-004192      004234335
10000430 100310 CUSTOMER-000310      084759861
10000431 101768 CUSTOMER-001768      033085415
10000432 100574 CUSTOMER-000574      062358845
10000433 100436 CUSTOMER-000436      072394931
10000434 104438 CUSTOMER-004438      056678229
10000435 102896 CUSTOMER-002896      082000463
10000436 102266 CUSTOMER-002266      006084825
10000437 102368 CUSTOMER-002368      047432511
10000438 102842 CUSTOMER-002842      052285209
10000439 104480 CUSTOMER-004480      007202175
10000440 104150 CUSTOMER-004150      043626293
10000441 102740 CUSTOMER-002740      055495091
10000442 100154 CUSTOMER-000154      033152921
10000443 100148 CUSTOMER-000148      008442003
10000444 104342 CUSTOMER-004342      050824181
10000445 104228 CUSTOMER-004228      012321411
10000446 101606 CUSTOMER-001606      068531781
10000447 104192 CUSTOMER-004192      018167135
10000448 104474 CUSTOMER-004474      042167673
10000449 102368 CUSTOMER-002368      042478911
10000450 100586 CUSTOMER-000586      019495241
10000451 101600 CUSTOMER-001600      029815359
10000452 100766 CUSTOMER-000766      098805501
10000453 102716 CUSTOMER-002716      089704859
10000454 101258 CUSTOMER-001258      000604905
10000455 104492 CUSTOMER-004492      073465227
10000456 101906 CUSTOMER-001906      041725553
10000457 100916 CUSTOMER-000916      007264147
10000458 100970 CUSTOMER-000970      055306185
10000459 100064 CUSTOMER-000064      000131903
10000460 104042 CUSTOMER-004042      048713417
10000461 101816 CUSTOMER-001816      084939287
10000462 102314 CUSTOMER-002314      006776073
10000463 100904 CUSTOMER-000904      068825991
10000464 103610 CUSTOMER-003610      023742233
10000465 102656 CUSTOMER-002656      012553055
10000466 103610 CUSTOMER-003610      075605273
10000467 104060 CUSTOMER-004060      011056859
10000468 103898 CUSTOMER-003898      054597689
10000469 100460 CUSTOMER-000460      082902987
10000470 101102 CUSTOMER-001102      063116877
10000471 103448 CUSTOMER-003448      063181943
10000472 100190 CUSTOMER-000190      047559357
10000473 104180 CUSTOMER-004180      036702291
10000474 103718 CUSTOMER-003718      098103429
10000475 101576 CUSTOMER-001576      001140775
10000476 101546 CUSTOMER-001546      004259337
10000477 101924 CUSTOMER-001924      075471747
10000478 103358 CUSTOMER-003358      049814045
10000479 103472 CUSTOMER-003472      000086415
10000480 103202 CUSTOMER-003202      063886721
10000481 100112 CUSTOMER-000112      081603183
10000482 102194 CUSTOMER-002194      021644177
10000483 103928 CUSTOMER-003928      069257559
10000484 102482 CUSTOMER-002482      075661233
10000485 101324 CUSTOMER-001324      013279787
10000486 104546 CUSTOMER-004546      049133249
10000487 100916 CUSTOMER-000916      054359699
10000488 104006 CUSTOMER-004006      063223973
10000489 100604 CUSTOMER-000604      009712475
10000490 101126 CUSTOMER-001126      008114021
10000491 101672 CUSTOMER-001672      086443143
10000492 101078 CUSTOMER-001078      077221941
10000493 101552 CUSTOMER-001552      044798735
10000494 100154 CUSTOMER-000154      003878297
10000495 102308 CUSTOMER-002308      093086723
10000496 102146 CUSTOMER-002146      046025057
10000497 101432 CUSTOMER-001432      098829207
10000498 104474 CUSTOMER-004474      058634873
10000499 103004 CUSTOMER-003004      075371451
10000500 104102 CUSTOMER-004102      082126085
10000501 103688 CUSTOMER-003688      084678503
10000502 101270 CUSTOMER-001270      033495029
10000503 103040 CUSTOMER-003040      074793695
10000504 103130 CUSTOMER-003130      000012345
10000505 102608 CUSTOMER-002608      007482415
10000506 100514 CUSTOMER-000514      073014273
10000507 102128 CUSTOMER-002128      078734415
10000508 100562 CUSTOMER-000562      009893937
10000509 104144 CUSTOMER-004144      072165423
10000510 102998 CUSTOMER-002998      000252853
10000511 101396 CUSTOMER-001396      013339763
10000512 103262 CUSTOMER-003262      083408061
10000513 101816 CUSTOMER-001816      076709399
10000514 100262 CUSTOMER-000262      099743237
10000515 101156 CUSTOMER-001156      038158211
10000516 100166 CUSTOMER-000166      065740709
10000517 104192 CUSTOMER-004192      003066719
10000518 101378 CUSTOMER-001378      082042209
10000519 100856 CUSTOMER-000856      098909783
10000520 101486 CUSTOMER-001486      088940493
10000521 100892 CUSTOMER-000892      074252411
10000522 101858 CUSTOMER-001858      036831809
10000523 103448 CUSTOMER-003448      006732151
10000524 100766 CUSTOMER-000766      033480701
10000525 103556 CUSTOMER-003556      048731363
10000526 100118 CUSTOMER-000118      057060981
10000527 103400 CUSTOMER-003400      072462407
10000528 103814 CUSTOMER-003814      017005541
10000529 102920 CUSTOMER-002920      061358439
10000530 101690 CUSTOMER-001690      029640345
10000531 103292 CUSTOMER-003292      063822299
10000532 100802 CUSTOMER-000802      072604449
10000533 104528 CUSTOMER-004528      062770095
10000534 103562 CUSTOMER-003562      033022697
10000535 101672 CUSTOMER-001672      081999239
10000536 102350 CUSTOMER-002350      000261421
10000537 102032 CUSTOMER-002032      042593775
10000538 101006 CUSTOMER-001006      017279213
10000539 104324 CUSTOMER-004324      051248099
10000540 103706 CUSTOMER-003706      050415225
10000541 103652 CUSTOMER-003652      046390595
10000542 101258 CUSTOMER-001258      014723817
10000543 103328 CUSTOMER-003328      073076991
10000544 101030 CUSTOMER-001030      059094021
10000545 100388 CUSTOMER-000388      096775811
10000546 101942 CUSTOMER-001942      086249877
10000547 103148 CUSTOMER-003148      050225739
10000548 101078 CUSTOMER-001078      082924853
10000549 101924 CUSTOMER-001924      080425347
10000550 101006 CUSTOMER-001006      082604013
10000551 103484 CUSTOMER-003484      092221595
10000552 101978 CUSTOMER-001978      008707513
10000553 100136 CUSTOMER-000136      047393415
10000554 103958 CUSTOMER-003958      039443829
10000555 104192 CUSTOMER-004192      004234335
10000556 100310 CUSTOMER-000310      084759861
10000557 101768 CUSTOMER-001768      033085415
10000558 100574 CUSTOMER-000574      062358845
10000559 100436 CUSTOMER-000436      072394931
10000560 104438 CUSTOMER-004438      056678229
10000561 102896 CUSTOMER-002896      082000463
10000562 102266 CUSTOMER-002266      006084825
10000563 102368 CUSTOMER-002368      047432511
10000564 102842 CUSTOMER-002842      052285209
10000565 104480 CUSTOMER-004480      007202175
10000566 104150 CUSTOMER-004150      043626293
10000567 102740 CUSTOMER-002740      055495091
10000568 100154 CUSTOMER-000154      033152921
10000569 100148 CUSTOMER-000148      008442003
10000570 104342 CUSTOMER-004342      050824181
10000571 104228 CUSTOMER-004228      012321411
10000572 101606 CUSTOMER-001606      068531781
10000573 104192 CUSTOMER-004192      018167135
10000574 104474 CUSTOMER-004474      042167673
10000575 102368 CUSTOMER-002368      042478911
10000576 100586 CUSTOMER-000586      019495241
10000577 101600 CUSTOMER-001600      029815359
10000578 100766 CUSTOMER-000766      098805501
10000579 102716 CUSTOMER-002716      089704859
10000580 101258 CUSTOMER-001258      000604905
10000581 104492 CUSTOMER-004492      073465227
10000582 101906 CUSTOMER-001906      041725553
10000583 100916 CUSTOMER-000916      007264147
10000584 100970 CUSTOMER-000970      055306185
10000585 100064 CUSTOMER-000064      000131903
10000586 104042 CUSTOMER-004042      048713417
10000587 101816 CUSTOMER-001816      084939287
10000588 102314 CUSTOMER-002314      006776073
10000589 100904 CUSTOMER-000904      068825991
10000590 103610 CUSTOMER-003610      023742233
10000591 102656 CUSTOMER-002656      012553055
10000592 103610 CUSTOMER-003610      075605273
10000593 104060 CUSTOMER-004060      011056859
10000594 103898 CUSTOMER-003898      054597689
10000595 100460 CUSTOMER-000460      082902987
10000596 101102 CUSTOMER-001102      063116877
10000597 103448 CUSTOMER-003448      063181943
10000598 100190 CUSTOMER-000190      047559357
10000599 104180 CUSTOMER-004180      036702291
10000600 103718 CUSTOMER-003718      098103429
10000601 101576 CUSTOMER-001576      001140775
10000602 101546 CUSTOMER-001546      004259337
10000603 101924 CUSTOMER-001924      075471747
10000604 103358 CUSTOMER-003358      049814045
10000605 103472 CUSTOMER-003472      000086415
10000606 103202 CUSTOMER-003202      063886721
10000607 100112 CUSTOMER-000112      081603183
10000608 102194 CUSTOMER-002194      021644177
10000609 103928 CUSTOMER-003928      069257559
10000610 102482 CUSTOMER-002482      075661233
10000611 101324 CUSTOMER-001324      013279787
10000612 104546 CUSTOMER-004546      049133249
10000613 100916 CUSTOMER-000916      054359699
10000614 104006 CUSTOMER-004006      063223973
10000615 100604 CUSTOMER-000604      009712475
10000616 101126 CUSTOMER-001126      008114021
10000617 101672 CUSTOMER-001672      086443143
10000618 101078 CUSTOMER-001078      077221941
10000619 101552 CUSTOMER-001552      044798735
10000620 100154 CUSTOMER-000154      003878297
10000621 102308 CUSTOMER-002308      093086723
10000622 102146 CUSTOMER-002146      046025057
10000623 101432 CUSTOMER-001432      098829207
10000624 104474 CUSTOMER-004474      058634873
10000625 103004 CUSTOMER-003004      075371451
10000626 104102 CUSTOMER-004102      082126085
10000627 103688 CUSTOMER-003688      084678503
10000628 101270 CUSTOMER-001270      033495029
10000629 103040 CUSTOMER-003040      074793695
10000630 103130 CUSTOMER-003130      000012345
10000631 102608 CUSTOMER-002608      007482415
10000632 100514 CUSTOMER-000514      073014273
10000633 102128 CUSTOMER-002128      078734415
10000634 100562 CUSTOMER-000562      009893937
10000635 104144 CUSTOMER-004144      072165423
10000636 102998 CUSTOMER-002998      000252853
